"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"ggedit","ggedit","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","dplyr (>= 1.0.0), plyr, tidyr, purrr, rlang, scales,
rstudioapi, shiny, miniUI, shinyBS, colourpicker (>= 0.2),
shinyAce, magrittr, utils, graphics, grid, tools, stats",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggeffects","ggeffects","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.2)","graphics, insight (>= 0.11.0), MASS, sjlabelled (>= 1.1.2),
stats",NA,"AER, aod, betareg, brms, clubSandwich, effects (>= 4.1-2),
emmeans (>= 1.4.1), gam, gamm4, gee, geepack, ggplot2,
GLMMadaptive, glmmTMB (>= 1.0.0), httr, knitr, lme4, logistf,
magrittr, Matrix, mice, MCMCglmm, mgcv, nlme, ordinal,
prediction, pscl, quantreg, rmarkdown, rms, robustbase,
rstanarm, rstantools, sandwich, see, sjstats, sjmisc (>=
2.8.2), survey, survival, testthat, VGAM",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggExtra","ggExtra","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9",NA,"R (>= 3.1.0)","colourpicker (>= 1.0), ggplot2 (>= 2.2.0), grDevices, grid (>=
3.1.3), gtable (>= 0.2.0), miniUI (>= 0.1.1), scales (>=
0.2.0), shiny (>= 0.13.0), shinyjs (>= 0.5.2), utils, R6",NA,"knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5), testthat,
vdiffr, fontquiver, svglite, withr, devtools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggfittext","ggfittext","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9.1",NA,"R (>= 3.6)","grid (>= 3.1), stringi (>= 1.1.2), ggplot2 (>= 2.2.1), shades
(>= 1.3.1)",NA,"knitr, rmarkdown, testthat, vdiffr, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"ggforce","ggforce","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.3",NA,"ggplot2 (>= 3.0.0), R (>= 3.3.0)","Rcpp (>= 0.12.2), grid, scales, MASS, tweenr (>= 0.1.5),
gtable, rlang, polyclip, stats, grDevices, tidyselect, withr,
utils","Rcpp, RcppEigen","sessioninfo, concaveman, deldir, reshape2, units (>= 0.4-6),
covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"ggformula","ggformula","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.10.1",NA,"R (>= 3.1), ggplot2 (>= 3.3), ggstance (>= 0.3.4), scales,
ggridges","mosaicCore (>= 0.7.0), rlang, magrittr, tibble, stringr,
ggforce, grid, labelled",NA,"tidyr, mosaicData, dplyr, lattice, mosaic, palmerpenguins,
testthat, vdiffr, knitr, rmarkdown, lubridate, survival, broom,
maps, maptools, rgeos, sf, purrr, ggthemes, covr, ggplot2movies",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggfortify","ggfortify","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.11",NA,"methods, ggplot2 (>= 2.0.0)","dplyr (>= 0.3), tidyr, gridExtra, grid, scales, stringr,
tibble",NA,"testthat, cluster, changepoint, dlm, fGarch, forecast,
ggrepel, glmnet, grDevices, KFAS, knitr, lintr, mapdata,
markdown, MASS, MSwM, nlme, raster, ROCR, sp, stats,
strucchange, survival, timeSeries, tseries, utils, vars, xts,
zoo, lfda",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"gggibbous","gggibbous","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.1",NA,"ggplot2 (>= 3.2.1), R (>= 3.6.0)","grid, scales (>= 1.0.0)",NA,"knitr, mapproj, maps, rmarkdown, testthat (>= 2.1.0), vdiffr
(>= 0.3.1)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"gghalves","gghalves","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.1",NA,"ggplot2 (>= 3.0.0), R (>= 3.4.0)","grid, gtable, grDevices",NA,"knitr, rmarkdown, dplyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggimage","ggimage","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.8",NA,"R (>= 3.4.0), ggplot2","ggplotify, grid, jsonlite, magick, methods, rvcheck (>=
0.1.0), scales, tibble, tools",NA,"ape, ggtree, gridGraphics, httr, rsvg",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"gglm","gglm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,NA,"ggplot2, patchwork, rlang",NA,NA,NA,"CC0",NA,NA,NA,NA,"no","4.0.3"
"ggmap","ggmap","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.0.0",NA,"R (>= 3.1.0), ggplot2 (>= 2.2.0)","RgoogleMaps, png, plyr, rjson, jpeg, digest, scales, dplyr,
bitops, grid, glue, httr, stringr, purrr, magrittr, tibble,
tidyr",NA,"MASS, hexbin, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"ggnewscale","ggnewscale","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.5",NA,NA,"ggplot2 (>= 3.0.0)",NA,"testthat, vdiffr, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggplot2","ggplot2","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.3.3",NA,"R (>= 3.2)","digest, glue, grDevices, grid, gtable (>= 0.1.1), isoband,
MASS, mgcv, rlang (>= 0.3.0), scales (>= 0.5.0), stats, tibble,
withr (>= 2.0.0)",NA,"covr, dplyr, ggplot2movies, hexbin, Hmisc, knitr, lattice,
mapproj, maps, maptools, multcomp, munsell, nlme, profvis,
quantreg, RColorBrewer, rgeos, rmarkdown, rpart, sf (>= 0.7-3),
svglite (>= 1.2.0.9001), testthat (>= 2.1.0), vdiffr (>= 0.3.0)","sp","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggplot2movies","ggplot2movies","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.1",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggplotify","ggplotify","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.5",NA,"R (>= 3.4.0)","ggplot2, graphics, grDevices, grid, gridGraphics, rvcheck",NA,"colorspace, cowplot, ggimage, knitr, lattice, prettydoc, vcd",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"ggplotlyExtra","ggplotlyExtra","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.1",NA,"R (>= 3.5.0)","ggplot2, plotly, rlang",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggpmisc","ggpmisc","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.8-1",NA,"R (>= 3.6.0), ggplot2 (>= 3.3.2)","grid, rlang (>= 0.4.7), magrittr (>= 1.5), generics (>=
0.1.0), glue (>= 1.4.2), gridExtra (>= 2.3), scales (>= 1.1.1),
MASS (>= 7.3-51.6), polynom (>= 1.4-0), splus2R (>= 1.2-2),
tibble (>= 3.0.3), plyr (>= 1.8.6), dplyr (>= 1.0.2), xts (>=
0.12-0), zoo (>= 1.8-8), lubridate (>= 1.7.9), stringr (>=
1.4.0)",NA,"knitr (>= 1.29), rmarkdown (>= 2.3), broom (>= 0.7.3),
broom.mixed (>= 0.2.6), nlme (>= 3.1-148), gginnards(>= 0.0.3),
ggrepel (>= 0.9.1), magick (>= 2.6.0), quantreg (>= 5.8.3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"ggpol","ggpol","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.7",NA,"ggplot2 (>= 3.3.0), R (>= 3.4.0)","grid, gtable, grDevices, plyr, rlang, dplyr, tibble, glue",NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggpubr","ggpubr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.0",NA,"R (>= 3.1.0), ggplot2","ggrepel, grid, ggsci, stats, utils, tidyr, purrr, dplyr (>=
0.7.1), cowplot, ggsignif, scales, gridExtra, glue, polynom,
rlang, rstatix (>= 0.6.0), tibble, magrittr",NA,"grDevices, knitr, RColorBrewer, gtable",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"ggRandomForests","ggRandomForests","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 3.1.0), randomForestSRC (>= 1.5.5)","randomForest, ggplot2, survival, parallel, tidyr",NA,"testthat, rmdformats, RColorBrewer, MASS, dplyr, knitr,
rmarkdown, plot3D",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"ggraph","ggraph","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.5",NA,"R (>= 2.10), ggplot2 (>= 3.0.0)","Rcpp (>= 0.12.2), dplyr, ggforce (>= 0.3.1), grid, igraph (>=
1.0.0), scales, MASS, digest, gtable, ggrepel, utils, stats,
viridis, rlang, tidygraph, graphlayouts (>= 0.5.0), withr","Rcpp","network, knitr, rmarkdown, purrr, tibble, seriation, deldir,
gganimate, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"ggrepel","ggrepel","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9.1",NA,"R (>= 3.0.0), ggplot2 (>= 2.2.0)","grid, Rcpp, rlang (>= 0.3.0), scales (>= 0.5.0)","Rcpp","knitr, rmarkdown, testthat, gridExtra, devtools, prettydoc,
ggbeeswarm, dplyr, magrittr, readr, stringr",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"ggridges","ggridges","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5.3",NA,"R (>= 3.2)","ggplot2 (>= 3.0.0), grid (>= 3.0.0), plyr (>= 1.8.0), scales
(>= 0.4.1), withr (>= 2.1.1)",NA,"covr, dplyr, patchwork, ggplot2movies, forcats, knitr,
rmarkdown, testthat, vdiffr",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggsci","ggsci","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.9",NA,"R (>= 3.0.2)","grDevices, scales, ggplot2 (>= 2.0.0)",NA,"knitr, rmarkdown, gridExtra, reshape2",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ggsignif","ggsignif","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.1",NA,NA,"ggplot2 (>= 3.3.3)",NA,"knitr, rmarkdown, spelling, testthat, vdiffr,",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.4"
"ggstance","ggstance","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.5",NA,"R (>= 3.1.0)","ggplot2 (>= 3.2.0), plyr, rlang, withr (>= 2.0.0)",NA,"covr, Hmisc, testthat, vdiffr (>= 0.3.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggThemeAssist","ggThemeAssist","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.0.0)","shiny (>= 0.13), miniUI (>= 0.1.1), rstudioapi (>= 0.5),
ggplot2, formatR",NA,"extrafont",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ggthemes","ggthemes","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.2.4",NA,"R (>= 3.3.0)","ggplot2 (>= 3.0.0), graphics, grid, methods, purrr, scales,
stringr, tibble",NA,"dplyr, covr, extrafont, glue, knitr, lattice, lintr, maps,
mapproj, pander, rlang, rmarkdown, spelling, testthat, tidyr,
vdiffr, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"gh","gh","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,NA,"cli (>= 2.0.1), gitcreds, httr (>= 1.2), ini, jsonlite",NA,"covr, knitr, rmarkdown, rprojroot, spelling, testthat (>=
2.3.2), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"gifski","gifski","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.8.7.1",NA,NA,NA,NA,"ggplot2, gapminder",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"git2r","git2r","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.28.0",NA,"R (>= 3.1)","graphics, utils",NA,"getPass",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"gitcreds","gitcreds","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.1",NA,NA,NA,NA,"codetools, testthat, knitr, mockery, oskeyring, rmarkdown,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"githubinstall","githubinstall","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.2",NA,NA,"curl, data.table, devtools, httr, jsonlite, mockery, utils",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"gld","gld","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6.2",NA,NA,"stats, graphics, e1071, lmom",NA,"",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"glm2","glm2","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"glme","glme","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,NA,"nlme, reshape, dplyr, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"glmertree","glmertree","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2-0",NA,"R (>= 3.1.0), lme4, partykit (>= 1.0-4)","graphics, stats, utils, Formula",NA,"vcd, lattice",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"glmmboot","glmmboot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5.1",NA,"R (>= 3.1)","methods, stats",NA,"glmmTMB (>= 0.2.1), testthat (>= 0.11.0), parallel (>=
3.0.0), future.apply (>= 1.1.0), knitr, rmarkdown, covr",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"glmmML","glmmML","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 2.13.0)",NA,NA,"knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"glmmTMB","glmmTMB","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.2.1",NA,"R (>= 3.2.0)","methods, TMB (>= 1.7.14), lme4 (>= 1.1-18.9000), Matrix, nlme","TMB, RcppEigen","knitr, rmarkdown, testthat, MASS, lattice, ggplot2 (>=
2.2.1), mlmRev, bbmle (>= 1.0.19), pscl, coda, reshape2, car
(>= 3.0.6), emmeans (>= 1.4), estimability, DHARMa, multcomp,
MuMIn, effects (>= 4.0-1), dotwhisker, broom, broom.mixed,
plyr, png, boot, texreg, xtable, huxtable, numDeriv",NA,"AGPL-3",NA,NA,NA,NA,"yes","4.0.3"
"glmnet","glmnet","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.1-1",NA,"R (>= 3.6.0), Matrix (>= 1.0-6)","methods, utils, foreach, shape, survival",NA,"knitr, lars, testthat, xfun, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"glmx","glmx","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1-1",NA,"R (>= 2.14.0)","stats, MASS, Formula, lmtest, sandwich",NA,"AER, gld, numDeriv, pscl",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.3"
"GlobalOptions","GlobalOptions","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.2",NA,"R (>= 3.3.0), methods","utils",NA,"testthat (>= 1.0.0), knitr, markdown, GetoptLong",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"globals","globals","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.14.0",NA,"R (>= 3.1.2)","codetools",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"glue","glue","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.2",NA,"R (>= 3.2)","methods",NA,"testthat, covr, magrittr, crayon, knitr, rmarkdown, DBI,
RSQLite, R.utils, forcats, microbenchmark, rprintf, stringr,
ggplot2, dplyr, withr, vctrs (>= 0.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"gmailr","gmailr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.0.0)","base64enc, crayon, gargle, httr, jsonlite, lifecycle,
magrittr, mime, rematch2",NA,"covr, knitr, methods, sodium, rmarkdown, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"gmm","gmm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6-6",NA,"R (>= 2.10.0), sandwich","stats, methods, grDevices, graphics",NA,"knitr, mvtnorm, car, stabledist, MASS, timeDate, timeSeries",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.4"
"gmnl","gmnl","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-3.2",NA,"R (>= 3.6.0), maxLik, Formula","plotrix, msm, mlogit, truncnorm, stats, graphics, utils",NA,"AER, lmtest, car, memisc, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gmodels","gmodels","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.18.1",NA,"R (>= 1.9.0)","MASS, gdata",NA,"gplots, gtools, Matrix, nlme, lme4 (>= 0.999999-0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"gmp","gmp","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6-2",NA,"R (>= 3.5.0)","methods",NA,"Rmpfr, MASS, round",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"gms","gms","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.0",NA,NA,"dplyr, rlang, stringr, yaml",NA,"curl, magclass, qgraph, testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"GMSE","GMSE","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.0.4",NA,"R (>= 3.4.0)","grDevices (>= 3.4.0), graphics (>= 3.4.0), stats(>= 3.4.0),
shiny, shinydashboard, shinyjs",NA,"knitr, rmarkdown, testthat, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"GMSimpute","GMSimpute","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.1.0",NA,"R (>= 3.5.0)","utils, glmnet, ggplot2, reshape2",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"golem","golem","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.1",NA,"R (>= 3.0)","attempt (>= 0.3.0), cli, config, crayon, desc, dockerfiler,
fs, here, htmltools, jsonlite, pkgload, remotes, rlang,
roxygen2, rstudioapi, shiny, testthat, usethis, utils, yaml",NA,"covr, devtools, glue, knitr, pkgbuild, pkgdown, purrr,
rcmdcheck, rmarkdown, rsconnect, spelling, stringr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"googleAuthR","googleAuthR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.1",NA,"R (>= 3.3.0)","assertthat (>= 0.2.0), cli (>= 2.0.2), digest, gargle (>=
0.4.0), httr (>= 1.4.0), jsonlite (>= 1.6), memoise (>= 1.1.0),
rlang, utils",NA,"bigQueryR, covr, devtools (>= 1.12.0), formatR (>= 1.4),
googleAnalyticsR, knitr, miniUI (>= 0.1.1), rmarkdown, roxygen2
(>= 5.0.0), rstudioapi, shiny (>= 0.13.2), testthat, usethis
(>= 1.6.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"googledrive","googledrive","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.2)","curl (>= 2.8.1), gargle (>= 0.3.1), glue (>= 1.2.0), httr,
jsonlite, magrittr, purrr (>= 0.2.3), rlang (>= 0.3.1), tibble
(>= 2.0.0), utils, uuid",NA,"covr, dplyr, knitr, rmarkdown, roxygen2, sodium, spelling,
testthat (>= 2.1.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"googleLanguageR","googleLanguageR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.3)","assertthat, base64enc, googleAuthR (>= 1.1.1), jsonlite,
magrittr, purrr (>= 0.2.4), stats, tibble, utils",NA,"cld2, testthat, knitr, rmarkdown, rvest, shiny, shinyjs,
stringdist, tidyr, tuneR, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"googlesheets","googlesheets","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.2.0)","cellranger (>= 1.0.0), dplyr (>= 0.4.2), httr (>= 1.1.0),
jsonlite, purrr, readr (>= 0.2.2), stats, stringr, tibble,
tidyr, utils, xml2 (>= 1.0.0)",NA,"covr, ggplot2, knitr, rmarkdown, rprojroot, testthat (>=
1.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"googlesheets4","googlesheets4","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.2)","cellranger, curl, gargle (>= 1.0.0), glue (>= 1.3.0),
googledrive (>= 1.0.0), httr, ids, lifecycle, magrittr,
methods, purrr, rematch2, rlang, tibble (>= 2.1.1), utils,
vctrs (>= 0.2.3)",NA,"covr, readr, rmarkdown, sodium, spelling, testthat (>=
2.1.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"googleVis","googleVis","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.10",NA,"R (>= 3.0.2)","methods, jsonlite, utils",NA,"shiny (>= 0.4.0), httpuv (>= 1.2.0), knitr (>= 1.5),
rmarkdown, markdown, data.table",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gower","gower","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.2",NA,NA,NA,NA,"tinytest (>= 0.9.3),",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"GPArotation","GPArotation","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2014.11-1",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"GPfit","GPfit","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-8",NA,NA,"lhs (>= 0.5), lattice (>= 0.18-8)",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"gplm","gplm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7-4",NA,"AER",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"gplots","gplots","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.1.1",NA,"R (>= 3.0)","gtools, stats, caTools, KernSmooth",NA,"grid, MASS, knitr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"graphlayouts","graphlayouts","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.2.0)","igraph, Rcpp","Rcpp, RcppArmadillo","oaqc, testthat, ggraph, ggplot2, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"gravity","gravity","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9.9",NA,"R(>= 3.4.0)","lmtest, sandwich, glm2, MASS, stats, censReg, survival,
multiwayvcov, tibble, magrittr, dplyr, tidyr, purrr, rlang,
Rdpack, utils",NA,"knitr, rmarkdown, testthat, broom",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"gridExtra","gridExtra","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.3",NA,NA,"gtable, grid, grDevices, graphics, utils",NA,"ggplot2, egg, lattice, knitr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gridGeometry","gridGeometry","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2-0",NA,"R (>= 3.6.0), grid","grDevices, polyclip (>= 1.10-0)",NA,"graphics, lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gridGraphics","gridGraphics","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5-1",NA,"grid, graphics","grDevices",NA,"magick (>= 1.3), pdftools (>= 1.6)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gsheet","gsheet","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.5",NA,NA,"httr, stringr",NA,"testthat, readr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"gsl","gsl","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1-6",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"gss","gss","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2-2",NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"gstat","gstat","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0-6",NA,"R (>= 2.10)","utils, stats, graphics, methods, lattice, sp (>= 0.9-72), zoo,
spacetime (>= 1.0-0), FNN",NA,"fields, maps, mapdata, maptools, rgdal (>= 0.5.2), rgeos, sf
(>= 0.7-2), stars (>= 0.3-0), xts, raster, future, future.apply",NA,"GPL (>= 2.0)",NA,NA,NA,NA,"yes","4.0.3"
"gsubfn","gsubfn","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7",NA,"proto",NA,NA,"boot, chron, grid, lattice, quantreg, svUnit, tcltk, zoo",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"gt","gt","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.2.0)","checkmate (>= 2.0.0), commonmark (>= 1.7), dplyr (>= 0.8.5),
fs (>= 1.3.2), ggplot2 (>= 3.3.0), glue (>= 1.3.2), htmltools
(>= 0.5.0), magrittr (>= 1.5), rlang (>= 0.4.5), sass (>=
0.1.1), scales (>= 1.1.0), stringr (>= 1.3.1), tibble (>=
3.0.0), tidyselect (>= 1.0.0)",NA,"covr, knitr, paletteer, testthat (>= 2.1.0), RColorBrewer,
rmarkdown, rvest, shiny, tidyr, webshot, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
